0,0,15.004
1,0,15.414
2,0,15.208
3,0,15.835
4,0,19.968
5,0,14.669
6,0,14.275
7,0,17.613
8,0,18.241
9,0,18.4
10,0,18.561
11,0,17.847
12,0,18.003
13,0,15.835
14,0,15.623
15,0,15.276
16,0,15.139
17,0,15.553
18,0,15.345
19,0,15.553
20,0,14.735
21,0,14.602
22,0,15.906
23,0,14.869
24,0,15.208
25,0,15.276
26,0,14.936
27,0,15.276
28,0,15.414
29,0,15.553
30,0,14.275
31,0,15.139
32,0,15.345
33,0,8.6043
34,0,8.9202
35,0,15.345
36,0,15.414
37,0,15.276
38,0,15.414
39,0,15.276
40,0,14.936
41,0,15.071
42,0,15.414
43,0,15.071
44,0,15.139
45,0,15.276
46,0,15.414
47,0,15.276
48,0,15.414
49,0,15.484
50,0,14.735
51,0,15.276
52,0,15.623
53,0,15.276
54,0,15.623
55,0,15.345
56,0,15.414
57,0,15.345
58,0,15.414
59,0,15.623
60,0,14.275
61,0,15.276
62,0,15.208
63,0,15.071
64,0,15.208
65,0,15.004
66,0,15.208
67,0,15.004
68,0,15.139
69,0,14.735
70,0,14.019
71,0,15.004
72,0,15.835
73,0,8.2167
74,0,15.004
75,0,14.802
76,0,13.214
77,0,14.802
78,0,14.936
79,0,14.936
80,0,14.275
81,0,14.536
82,0,14.936
83,0,14.936
84,0,15.004
85,0,15.139
86,0,14.936
87,0,14.936
88,0,14.936
89,0,14.602
90,0,13.892
90,2,15.623
89,2,39.76
88,2,48.408
87,2,49.464
86,2,64.038
85,2,60.408
84,2,62.122
83,2,61.949
82,2,63.512
81,2,62.641
80,2,69.981
79,2,71.28
78,2,68.514
77,2,64.743
76,2,66.345
75,2,69.245
74,2,66.345
73,2,65.63
72,2,69.613
71,2,67.786
70,2,66.166
69,2,67.063
68,2,64.92
67,2,67.786
66,2,67.063
65,2,67.786
64,2,69.245
63,2,67.786
62,2,62.122
61,2,52.241
60,2,39.493
59,2,25.254
58,2,23.779
57,2,21.186
56,2,24.657
55,2,23.111
54,2,22.179
53,2,21.186
52,2,21.814
51,2,21.814
50,2,21.814
49,2,21.186
48,2,22.271
47,2,23.111
46,2,20.921
45,2,22.179
44,2,19.883
43,2,22.179
42,2,19.379
41,2,20.921
40,2,20.397
39,2,20.311
38,2,19.968
37,2,31.295
36,2,38.046
35,2,38.568
34,2,39.493
33,2,41.657
32,2,44.743
31,2,39.36
30,2,42.625
29,2,44.457
28,2,47.662
27,2,52.397
26,2,58.888
25,2,61.433
24,2,62.468
23,2,59.393
22,2,57.226
21,2,58.888
20,2,57.391
19,2,59.561
18,2,58.888
17,2,59.561
16,2,57.887
15,2,54.46
14,2,45.174
13,2,44.172
12,2,42.486
11,2,39.894
10,2,40.973
9,2,29.041
8,2,28.386
7,2,26.999
6,2,38.568
5,2,35
4,2,37.142
3,2,35
2,2,30.494
1,2,30.721
0,2,30.494
0,4,20.484
1,4,13.457
2,4,13.034
3,4,32.226
4,4,29.594
5,4,34.877
6,4,34.019
7,4,34.877
8,4,36.124
9,4,36.758
10,4,37.528
11,4,38.568
12,4,40.028
13,4,41.382
14,4,42.625
15,4,27.954
16,4,41.519
17,4,48.709
18,4,55.589
19,4,56.077
20,4,58.22
21,4,59.393
22,4,60.238
23,4,61.433
24,4,60.069
25,4,52.241
26,4,47.513
27,4,51.616
28,4,50.842
29,4,52.869
30,4,51.772
31,4,52.869
32,4,52.084
33,4,50.688
34,4,52.084
35,4,51.151
36,4,64.038
37,4,65.63
38,4,68.514
39,4,68.15
40,4,67.786
41,4,66.883
42,4,65.987
43,4,63.338
44,4,58.554
45,4,20.921
46,4,20.139
47,4,21.186
48,4,20.921
49,4,21.454
50,4,21.097
51,4,21.186
52,4,21.186
53,4,21.186
54,4,21.186
55,4,20.745
56,4,25.054
57,4,27.104
58,4,53.344
59,4,62.641
60,4,75.83
61,4,73.536
62,4,69.613
63,4,69.245
64,4,68.514
65,4,67.786
66,4,68.514
67,4,67.063
68,4,68.15
69,4,68.514
70,4,67.605
71,4,69.613
72,4,68.514
73,4,66.524
74,4,67.786
75,4,67.424
76,4,69.245
77,4,67.063
78,4,64.214
79,4,62.122
80,4,66.703
81,4,71.466
82,4,73.915
83,4,69.981
84,4,64.566
85,4,67.063
86,4,67.244
87,4,67.063
88,4,66.883
89,4,67.063
90,4,69.245
90,6,65.452
89,6,69.245
88,6,68.696
87,6,70.722
86,6,69.797
85,6,66.345
84,6,67.786
83,6,67.063
82,6,69.245
81,6,71.466
80,6,74.487
79,6,71.466
78,6,68.514
77,6,65.452
76,6,65.63
75,6,67.605
74,6,69.429
73,6,69.245
72,6,64.743
71,6,69.245
70,6,70.722
69,6,70.722
68,6,69.245
67,6,69.613
66,6,67.786
65,6,66.883
64,6,68.514
63,6,66.166
62,6,67.786
61,6,69.429
60,6,67.786
59,6,75.83
58,6,77.187
57,6,59.393
56,6,32.699
55,6,27.209
54,6,23.3
53,6,21.454
52,6,20.833
51,6,21.275
50,6,21.009
49,6,21.275
48,6,21.186
47,6,19.546
46,6,20.921
45,6,19.883
44,6,20.225
43,6,19.799
42,6,24.069
41,6,37.916
40,6,56.896
39,6,64.038
38,6,65.63
37,6,69.245
36,6,68.332
35,6,69.245
34,6,69.062
33,6,69.981
32,6,69.062
31,6,65.987
30,6,59.393
29,6,56.241
28,6,54.942
27,6,53.98
26,6,53.98
25,6,53.344
24,6,51.928
23,6,52.869
22,6,53.185
21,6,57.556
20,6,56.896
19,6,55.589
18,6,56.568
17,6,59.056
16,6,54.942
15,6,46.043
14,6,36.124
13,6,38.963
12,6,39.493
11,6,39.76
10,6,40.566
9,6,37.916
8,6,37.142
7,6,36.124
6,6,36.377
5,6,34.753
4,6,31.992
3,6,32.109
2,6,30.267
1,6,28.712
0,6,28.277
0,8,29.151
1,8,22.922
2,8,24.954
3,8,27.633
